Age,Gender,Income,Total_Spend,Num_Purchases,Product_Category
50,Male,107583,464.22,42,Clothing
62,Female,149336,1515.68,24,Clothing
43,Male,52113,3174.45,17,Groceries
56,Female,30694,2874.31,48,Groceries
45,Female,45588,3099.53,20,Groceries
22,Female,91756,2791.33,22,Electronics
25,Female,94085,1437.84,6,Groceries
42,Male,141359,1298.09,7,Groceries
44,Female,144384,771.59,14,Groceries
63,Female,91142,4260.45,11,Groceries
40,Female,94373,3120.75,12,Clothing
47,Male,115603,1013.9,46,Electronics
62,Male,36704,968.33,5,Clothing
64,Female,70136,4377.87,5,Clothing
40,Female,97507,3739.38,20,Electronics
66,Female,77361,3331.06,15,Clothing
64,Female,88847,2093.63,26,Groceries
37,Female,136359,1383.68,33,Electronics
35,Female,41441,4899.31,30,Clothing
35,Male,127012,4006.47,24,Clothing
19,Female,148906,1578.72,23,Groceries
21,Female,44677,4253.07,9,Clothing
47,Female,57818,3818.77,3,Clothing
50,Female,31868,1555.69,36,Clothing
53,Female,113591,2190.11,48,Electronics
35,Female,97264,1011.17,7,Electronics
54,Male,103168,644.16,22,Clothing
36,Male,42043,3641.53,14,Clothing
64,Male,101939,1410.81,48,Groceries
45,Male,45732,4118.29,29,Electronics
57,Male,85244,4978.48,16,Electronics
37,Male,48526,475.44,48,Electronics
66,Female,39340,2417.87,34,Clothing
50,Female,134488,4030.11,10,Groceries
29,Female,52394,3965.86,7,Groceries
68,Female,128557,3823.99,25,Clothing
32,Female,34102,1810.08,27,Clothing
58,Female,131846,2323.88,15,Groceries
56,Male,49159,3015.34,32,Groceries
19,Female,95092,4872.31,28,Electronics
46,Male,36212,1704.98,9,Clothing
58,Male,127360,4623.41,7,Electronics
27,Female,67405,1419.85,16,Groceries
19,Female,107061,4946.46,26,Electronics
68,Female,124296,3384.29,35,Groceries
28,Female,85186,2371.21,17,Groceries
30,Female,74239,3105.61,23,Electronics
27,Female,140804,1435.4,8,Clothing
31,Female,122993,1443.45,2,Electronics
35,Male,143551,656.42,31,Electronics
68,Female,40532,658.85,32,Clothing
26,Female,109054,1803.59,29,Clothing
56,Male,102012,3837.99,3,Electronics
45,Female,147836,3079.06,8,Groceries
20,Female,115279,602.66,2,Electronics
37,Male,96540,4275.96,31,Groceries
23,Female,138590,3046.7,49,Clothing
44,Female,133021,4808.19,37,Clothing
19,Female,33271,3383.91,20,Groceries
46,Female,75482,958.36,29,Electronics
55,Female,30209,2421.54,17,Clothing
20,Female,120999,3277.64,10,Groceries
33,Male,35539,238.5,41,Groceries
47,Female,144841,173.06,22,Electronics
57,Female,49977,734.07,6,Groceries
19,Male,104142,1333.16,43,Groceries
34,Male,139920,2204.79,34,Electronics
58,Female,129588,2488.46,31,Clothing
29,Male,98684,776.34,12,Clothing
52,Female,129072,3399.62,12,Clothing
60,Female,35607,3021.08,16,Groceries
18,Male,115122,1542.87,25,Groceries
62,Female,124786,166.93,22,Electronics
32,Female,81939,480.47,27,Groceries
43,Male,48594,2019.3,24,Groceries
54,Male,88382,854.47,12,Clothing
38,Male,37399,1946.42,18,Groceries
66,Male,55117,3178.09,45,Groceries
48,Female,128662,2781.46,47,Groceries
42,Male,63617,1232.76,16,Electronics
40,Male,37498,1784.73,4,Groceries
41,Male,132826,3108.75,12,Electronics
55,Male,147232,4318.19,49,Clothing
45,Male,141077,3790.75,33,Groceries
38,Female,146519,2811.66,22,Electronics
60,Male,80624,1875.24,18,Clothing
35,Female,39628,1888.75,48,Groceries
53,Male,30329,4409.14,33,Electronics
52,Male,68619,292.29,27,Electronics
62,Male,37032,4941.11,42,Clothing
26,Male,78094,3355.44,19,Groceries
55,Male,68034,3437.57,48,Groceries
47,Male,132658,286.19,14,Groceries
61,Male,116158,3067.09,25,Electronics
51,Male,85264,2475.41,34,Groceries
49,Female,124120,618.32,24,Electronics
20,Male,77850,1461.82,38,Electronics
20,Female,34722,4462.54,23,Clothing
45,Male,47772,2794.94,5,Electronics
61,Female,116105,2125.74,44,Clothing
32,Male,71679,456.14,36,Clothing
58,Male,98771,3599.2,24,Groceries
40,Male,34576,3543.97,36,Clothing
57,Female,56707,3108.81,5,Groceries
28,Female,129404,2600.29,39,Clothing
65,Female,71632,2225.54,6,Electronics
49,Female,71476,3007.03,45,Groceries
53,Male,147220,1243.64,36,Electronics
50,Male,60285,4712.17,45,Groceries
41,Male,54154,2985.09,4,Electronics
56,Female,50054,1624.84,10,Clothing
51,Male,47165,2303.43,1,Groceries
45,Female,44439,4047.86,21,Groceries
54,Female,148211,891.92,40,Groceries
24,Female,74518,1534.89,39,Clothing
21,Female,118051,3429.59,37,Electronics
54,Female,56962,1645.9,3,Clothing
18,Male,83934,3983.26,47,Clothing
18,Female,138085,739.22,31,Clothing
64,Female,67763,3837.16,27,Electronics
37,Male,146189,434.92,17,Clothing
36,Female,140290,161.7,23,Groceries
46,Female,94094,4501.3,13,Clothing
27,Male,140814,2948.56,47,Electronics
35,Male,49464,1823.95,27,Groceries
45,Male,72036,1239.71,20,Electronics
52,Female,125949,3122.74,46,Clothing
60,Male,63270,2594.11,13,Electronics
64,Male,72299,4958.83,44,Groceries
48,Male,115805,4917.76,24,Electronics
44,Female,61541,3211.62,41,Groceries
28,Male,103545,2270.07,3,Groceries
66,Female,112543,2506.59,43,Clothing
66,Female,121998,3444.15,10,Clothing
55,Male,107078,597.72,1,Groceries
22,Female,112970,1708.93,49,Electronics
25,Female,59765,468.83,13,Groceries
51,Male,53769,459.47,14,Clothing
65,Female,118001,1059.61,33,Electronics
69,Male,117404,2477.74,2,Groceries
29,Female,50156,3945.39,2,Clothing
55,Female,115836,2478.93,39,Groceries
18,Male,148706,1743.84,41,Groceries
48,Male,80481,503.53,31,Groceries
21,Female,43435,2796.45,4,Electronics
66,Female,99650,1429.22,34,Clothing
62,Male,76336,3113.18,19,Clothing
67,Female,66135,4888.22,37,Groceries
22,Female,103631,645.44,9,Groceries
47,Female,67909,1139.41,24,Groceries
41,Female,99487,2418.16,13,Electronics
20,Male,51468,4846.21,44,Clothing
28,Male,122609,3881.87,30,Groceries
62,Male,77655,4501.32,19,Clothing
21,Male,64341,1735.2,41,Groceries
43,Male,141663,4960.99,10,Clothing
44,Male,94182,603.88,42,Groceries
63,Female,81786,359.57,44,Electronics
60,Male,98304,4292.45,14,Groceries
44,Female,133606,4643.6,40,Groceries
59,Female,76514,543.87,48,Groceries
68,Female,63979,655.79,49,Groceries
67,Male,120887,262.55,20,Groceries
23,Female,110981,612.09,4,Clothing
32,Male,85107,1126.16,38,Clothing
47,Female,144119,4853.38,44,Electronics
59,Female,31160,3372.52,39,Groceries
54,Male,117897,3914.91,5,Clothing
54,Female,102577,3903.08,42,Clothing
59,Female,114303,2721.86,32,Groceries
54,Female,40846,4007.7,6,Groceries
52,Female,134180,3019.46,14,Electronics
40,Male,49924,1641.28,6,Electronics
23,Female,141193,2849.44,14,Clothing
21,Female,43882,2714.19,12,Electronics
35,Male,110274,4134.92,27,Clothing
26,Female,116555,4910.46,26,Electronics
66,Female,31095,2114.11,12,Groceries
46,Female,134205,3840.61,8,Electronics
30,Female,70983,588.84,10,Clothing
64,Male,141215,3906.47,16,Electronics
69,Female,44123,1919.94,26,Clothing
34,Male,123668,293.01,8,Clothing
62,Female,96615,1879.91,41,Electronics
49,Female,125193,3092.15,45,Electronics
65,Female,75278,684.33,29,Clothing
39,Male,127911,4627.77,20,Groceries
21,Female,120290,480.59,17,Electronics
22,Female,81999,4657.03,19,Clothing
54,Male,61153,3564.97,17,Groceries
58,Male,48344,1715.59,39,Clothing
66,Male,129777,2014.68,1,Electronics
30,Male,67656,3729.97,29,Clothing
51,Female,100515,3047.21,14,Clothing
62,Female,31212,3391.05,17,Clothing
39,Female,39001,2006.91,13,Electronics
40,Female,108784,2490.29,29,Groceries
68,Male,128723,4950.35,34,Groceries
20,Female,111144,1148.22,27,Groceries
59,Female,66427,2147.5,46,Groceries
51,Female,61368,1529.93,33,Electronics
49,Female,100819,3849.05,29,Clothing
62,Male,91160,3843.66,37,Groceries
68,Female,55854,1532.98,39,Groceries
66,Female,40715,498.81,19,Electronics
38,Female,111701,156.02,46,Clothing
63,Male,88784,2194.51,24,Clothing
61,Male,129644,2110.65,14,Groceries
38,Female,56797,4943.11,47,Groceries
61,Female,77573,2402.03,37,Clothing
28,Female,106120,1356.45,5,Electronics
56,Male,44780,4467.02,24,Clothing
21,Female,67905,2506.23,34,Clothing
68,Female,51573,3035.96,31,Groceries
18,Female,146049,568.78,30,Electronics
45,Male,63359,1976.29,9,Electronics
41,Female,96062,4726.7,27,Electronics
52,Female,103391,2988.58,28,Groceries
30,Male,73463,1788.06,42,Electronics
64,Male,129596,3165.77,26,Electronics
51,Female,146342,4561.01,18,Groceries
28,Male,125018,1442.55,36,Clothing
53,Female,46571,2575.07,8,Electronics
68,Male,127276,4797.58,18,Clothing
34,Male,49142,944.74,20,Electronics
52,Female,55104,3626.35,32,Clothing
35,Female,38625,3110.96,29,Clothing
57,Female,69199,3430.41,49,Groceries
39,Male,45926,1820.98,48,Groceries
41,Female,61218,1638.01,18,Electronics
36,Female,74472,3452.63,7,Electronics
54,Female,121916,1156.16,1,Groceries
56,Female,50566,2156.31,28,Electronics
38,Female,86125,1022.06,33,Electronics
25,Male,63205,140.69,4,Groceries
45,Female,139084,4853.28,20,Clothing
22,Female,59717,2215.34,36,Electronics
34,Male,79984,4849.81,31,Groceries
54,Female,137292,787.59,38,Electronics
53,Female,55135,2978.1,28,Electronics
36,Female,58164,1084.77,3,Groceries
44,Female,104489,3971.36,6,Groceries
51,Female,68562,3940.14,45,Electronics
28,Male,99110,651.78,23,Electronics
62,Male,50169,4569.12,7,Clothing
64,Male,89858,1053.69,36,Clothing
29,Female,51604,3103.59,1,Groceries
38,Male,119670,4929.6,6,Electronics
28,Female,144605,4423.74,24,Groceries
56,Female,118738,4787.16,37,Groceries
45,Female,30684,1778.73,45,Electronics
22,Male,132537,617.32,36,Clothing
34,Male,145265,1022.9,24,Groceries
37,Male,141301,2552.42,38,Groceries
58,Female,38007,3986.83,45,Electronics
63,Male,144915,835.75,29,Clothing
29,Female,130632,3332.68,37,Clothing
23,Male,147419,1685.53,45,Electronics
34,Male,71787,1771.89,32,Groceries
68,Female,79582,3343.4,25,Electronics
36,Female,104791,2388.3,10,Electronics
43,Male,127798,4078.96,35,Clothing
65,Male,113629,864.0,25,Groceries
61,Male,35782,3970.75,27,Groceries
61,Female,96770,414.75,45,Clothing
69,Female,87645,1050.86,32,Groceries
49,Male,133509,3315.13,12,Groceries
23,Male,129724,4289.14,4,Electronics
53,Female,61996,1338.13,42,Electronics
55,Male,59204,1703.24,26,Electronics
28,Female,47152,2731.89,3,Groceries
50,Female,85186,1136.71,17,Groceries
41,Female,137900,4074.67,9,Groceries
40,Female,120555,3890.82,29,Groceries
32,Female,115024,811.93,1,Clothing
44,Female,132659,2372.77,18,Clothing
28,Male,49689,3896.66,41,Groceries
68,Female,80690,1752.91,20,Electronics
67,Female,124042,3202.22,41,Electronics
34,Male,113251,346.04,34,Clothing
68,Female,87320,3082.57,28,Clothing
31,Male,94226,848.0,48,Groceries
44,Female,86091,4169.86,35,Groceries
35,Male,136565,1841.7,16,Groceries
45,Male,109301,1479.61,21,Groceries
68,Female,51942,4220.36,13,Groceries
64,Female,68712,345.71,35,Electronics
64,Female,135430,2043.38,42,Electronics
21,Female,95277,1913.02,32,Groceries
24,Male,79632,1495.52,38,Electronics
62,Male,68031,4567.6,6,Groceries
52,Male,50478,3779.55,38,Groceries
65,Female,52551,413.22,38,Clothing
26,Male,78068,3601.97,13,Electronics
25,Female,123608,2683.77,46,Electronics
69,Female,65561,4514.25,39,Clothing
62,Male,32892,1633.43,13,Electronics
34,Female,129502,2913.39,47,Clothing
34,Male,54395,2553.7,12,Electronics
66,Female,48756,2498.85,33,Groceries
50,Male,146580,2334.92,28,Clothing
49,Female,117710,1107.58,3,Groceries
25,Male,64651,3802.98,18,Groceries
36,Male,96333,2311.55,26,Electronics
55,Female,103745,4796.73,40,Clothing
20,Female,136539,1377.96,2,Groceries
22,Male,79306,3445.44,4,Groceries
30,Female,51346,4709.51,28,Clothing
64,Female,143561,3350.95,28,Electronics
63,Female,58024,4369.24,25,Groceries
48,Male,124950,4154.66,26,Electronics
33,Male,148768,1864.58,45,Clothing
67,Female,70818,3040.61,47,Electronics
49,Female,35947,865.68,2,Clothing
39,Male,105153,2724.08,42,Electronics
46,Female,116240,1229.07,34,Electronics
39,Male,124238,3744.31,30,Groceries
60,Female,97428,2687.49,21,Electronics
20,Female,59754,2115.01,44,Groceries
27,Female,93355,1417.11,37,Clothing
59,Male,88241,4993.62,44,Clothing
38,Male,98960,451.38,23,Groceries
33,Male,137754,313.45,33,Electronics
29,Male,43418,1164.56,2,Clothing
19,Female,125422,4858.26,27,Clothing
58,Female,130319,4898.27,48,Clothing
41,Male,118593,3309.15,22,Groceries
52,Female,85184,4412.52,34,Clothing
47,Female,34833,1148.41,16,Clothing
47,Male,105430,4863.01,20,Clothing
64,Female,144246,799.65,26,Clothing
52,Female,71833,595.51,16,Groceries
36,Male,30565,649.84,6,Groceries
67,Female,70180,2908.33,45,Electronics
25,Female,48402,3926.77,44,Clothing
43,Female,72845,1896.67,23,Groceries
66,Male,105851,4891.69,42,Electronics
57,Male,42834,2228.66,37,Electronics
24,Female,97850,837.2,8,Clothing
47,Female,67180,2383.24,6,Electronics
24,Female,33883,3427.28,37,Groceries
20,Male,139688,4177.91,22,Electronics
18,Male,105587,2347.96,6,Electronics
53,Male,136520,3008.67,32,Groceries
42,Female,41695,1409.99,17,Electronics
54,Female,53123,3264.99,38,Electronics
18,Female,88481,4931.26,17,Electronics
32,Female,103438,340.36,37,Electronics
54,Female,141491,4444.0,23,Clothing
30,Male,47573,2855.18,49,Clothing
57,Female,124910,1335.28,49,Groceries
25,Female,86494,4778.96,13,Electronics
22,Female,42288,2468.44,32,Groceries
26,Male,76978,1725.28,22,Clothing
18,Female,102420,989.34,7,Electronics
53,Male,147845,1297.82,22,Electronics
52,Male,106095,4180.96,21,Clothing
19,Male,84672,3110.61,6,Electronics
57,Male,91821,4574.9,14,Electronics
40,Male,113661,1236.65,16,Clothing
26,Female,99224,693.58,3,Groceries
51,Female,119405,129.83,9,Groceries
63,Male,142418,2588.52,47,Electronics
31,Male,133673,4991.7,21,Clothing
21,Male,84796,3505.33,30,Groceries
47,Female,74706,1611.13,30,Groceries
48,Female,34023,4396.61,42,Electronics
55,Male,144286,3930.44,42,Groceries
28,Female,112636,175.53,32,Clothing
52,Female,66735,4102.62,23,Groceries
25,Male,102959,1572.58,3,Clothing
20,Male,69218,833.4,1,Clothing
31,Female,42213,1209.02,3,Electronics
30,Female,131519,2396.04,37,Groceries
62,Female,128694,2181.85,7,Electronics
49,Male,58460,1515.55,3,Groceries
51,Male,94680,943.87,36,Electronics
62,Male,147725,3834.93,49,Electronics
36,Female,61017,4951.54,3,Electronics
55,Female,128536,3911.18,4,Groceries
33,Male,122038,1550.09,31,Electronics
19,Female,60990,1299.56,2,Clothing
57,Male,49515,1166.56,14,Groceries
34,Female,59991,769.81,37,Clothing
51,Male,37634,2801.52,31,Electronics
59,Female,107034,3066.46,2,Electronics
33,Female,106452,3556.96,31,Clothing
55,Male,59377,3433.05,47,Electronics
19,Male,63001,1532.43,43,Groceries
19,Male,31391,1718.52,22,Clothing
43,Male,95206,3439.42,10,Groceries
30,Male,139388,1812.29,30,Groceries
64,Female,72215,1141.85,33,Groceries
48,Male,109720,1934.25,19,Electronics
51,Male,57114,1433.21,46,Electronics
56,Male,41882,532.73,25,Clothing
20,Male,143142,4167.68,46,Clothing
25,Male,47273,4280.25,1,Groceries
40,Female,136206,1176.78,32,Electronics
31,Male,75647,417.38,25,Electronics
44,Male,112665,3720.25,41,Electronics
46,Male,94892,1136.49,17,Clothing
56,Female,72679,2027.83,14,Electronics
56,Female,30427,414.26,45,Groceries
18,Male,126952,1208.72,13,Groceries
34,Male,96267,3985.22,38,Groceries
58,Female,30799,4041.54,39,Electronics
47,Female,85659,1114.72,2,Groceries
30,Female,124409,1745.98,32,Groceries
38,Male,37025,757.77,32,Clothing
36,Male,44481,463.45,40,Clothing
36,Female,55411,4961.64,6,Electronics
42,Male,126894,3312.41,25,Electronics
39,Female,135928,2756.27,3,Electronics
48,Female,44961,3850.94,18,Electronics
34,Female,51767,4216.38,38,Electronics
40,Male,81690,4052.9,43,Clothing
49,Female,82870,181.04,3,Clothing
27,Female,136536,1015.36,48,Clothing
27,Male,66135,3309.04,5,Groceries
53,Female,94514,1941.22,24,Groceries
25,Male,116928,4914.16,34,Clothing
69,Female,108798,3360.48,47,Clothing
37,Male,100765,4787.09,48,Electronics
49,Female,53772,1087.09,39,Clothing
67,Female,48799,4333.39,48,Electronics
31,Female,142051,1674.63,24,Clothing
67,Female,53555,4948.87,36,Electronics
45,Female,122152,872.67,28,Clothing
63,Male,49333,2630.07,48,Electronics
69,Male,34261,3984.94,49,Groceries
41,Female,149833,2219.95,34,Groceries
32,Female,99002,2393.61,16,Electronics
39,Female,76553,4933.14,36,Electronics
47,Male,33088,2184.01,7,Groceries
21,Male,75783,3059.95,18,Clothing
30,Female,31115,367.24,6,Electronics
40,Male,100114,4226.83,28,Clothing
25,Female,98126,3276.02,39,Groceries
35,Female,102908,2079.7,34,Groceries
29,Female,99109,179.23,41,Electronics
48,Male,32978,2999.18,29,Clothing
31,Female,138943,162.02,4,Groceries
51,Female,39422,105.9,14,Clothing
35,Female,73626,3118.88,5,Groceries
51,Male,119233,1026.18,25,Electronics
28,Male,86174,1040.25,39,Clothing
58,Male,126356,3301.03,8,Clothing
29,Female,67743,363.12,15,Electronics
66,Male,100461,1635.69,19,Electronics
32,Female,87199,832.22,11,Electronics
48,Male,59430,2942.86,20,Electronics
66,Female,58834,3342.65,36,Groceries
46,Male,54435,3633.57,18,Clothing
43,Female,117212,1350.63,14,Groceries
35,Male,85797,537.32,38,Electronics
49,Male,73554,485.55,25,Groceries
39,Male,84555,2188.14,16,Groceries
55,Female,115350,4734.64,18,Clothing
34,Male,44716,1166.87,1,Clothing
40,Male,90261,1358.03,40,Clothing
41,Male,57528,594.36,1,Electronics
67,Male,31995,3067.29,1,Electronics
25,Female,52414,3431.38,21,Clothing
58,Male,43844,3250.36,25,Groceries
23,Female,66659,4319.54,27,Clothing
22,Female,45522,2483.49,10,Electronics
61,Female,135449,758.84,12,Groceries
46,Female,104034,1518.09,28,Electronics
45,Male,72322,3345.91,49,Clothing
28,Female,97638,3104.3,32,Clothing
18,Female,131334,2701.92,33,Groceries
60,Female,38524,3446.53,8,Clothing
36,Female,60846,3223.22,42,Electronics
26,Male,103643,4418.49,26,Electronics
44,Male,90096,2971.48,42,Electronics
51,Female,144930,3915.15,41,Groceries
61,Female,113804,1318.67,2,Electronics
21,Female,77703,3423.09,35,Clothing
53,Male,54399,4520.75,34,Groceries
35,Male,105160,1990.09,6,Electronics
32,Male,122662,3917.61,31,Electronics
68,Male,118667,3651.47,23,Clothing
30,Male,78591,391.68,12,Clothing
36,Female,50714,2949.39,28,Groceries
66,Male,136167,737.93,15,Electronics
23,Male,65877,4839.86,19,Electronics
65,Female,114106,4075.9,12,Clothing
29,Male,108018,637.65,48,Groceries
68,Male,129854,696.58,2,Clothing
54,Male,89136,3012.92,11,Clothing
34,Female,63414,1789.96,44,Groceries
40,Male,116576,271.04,37,Electronics
43,Female,108943,2754.04,38,Electronics
46,Female,75468,2000.44,25,Electronics
50,Male,128841,595.27,43,Groceries
44,Male,109702,4029.41,21,Groceries
42,Male,102108,4583.88,42,Groceries
27,Male,128538,3807.31,36,Groceries
64,Female,122508,4129.87,9,Groceries
40,Male,76835,1160.8,12,Clothing
38,Female,93333,1391.51,10,Electronics
38,Female,72464,1121.78,46,Groceries
60,Female,142454,3848.81,5,Electronics
30,Female,52923,4744.79,33,Groceries
54,Female,146062,3612.5,5,Electronics
50,Male,91855,4419.19,16,Clothing
41,Female,97445,3229.63,37,Electronics
61,Female,140454,1999.53,37,Electronics
28,Male,128384,2186.23,29,Groceries
34,Male,97619,469.08,18,Electronics
21,Female,76146,254.14,29,Clothing
64,Female,90032,3507.83,6,Clothing
42,Male,143521,2248.3,18,Clothing
47,Female,146378,2805.85,32,Groceries
26,Male,47140,2832.54,42,Groceries
38,Male,32670,1459.14,47,Groceries
37,Female,66519,2431.87,31,Groceries
36,Male,74512,2406.73,11,Groceries
36,Female,87811,2003.29,26,Clothing
29,Female,133565,4121.31,28,Electronics
54,Female,44691,2310.7,27,Clothing
59,Male,135156,3057.86,19,Groceries
34,Female,64262,4488.05,45,Clothing
54,Male,84892,4344.54,27,Electronics
65,Female,55595,4463.07,20,Groceries
56,Female,87207,1423.02,3,Clothing
45,Male,145589,271.41,16,Clothing
58,Female,63440,1379.23,39,Electronics
52,Female,38630,1465.67,44,Groceries
64,Male,61250,4555.87,29,Groceries
65,Male,124334,3281.29,15,Electronics
35,Male,138572,500.35,30,Electronics
31,Female,128748,763.36,40,Electronics
52,Male,137461,862.81,49,Electronics
61,Male,107518,3189.07,1,Groceries
58,Female,104191,3703.53,29,Groceries
24,Male,94791,4312.26,30,Clothing
58,Female,114118,4709.12,40,Clothing
30,Female,130591,1088.35,46,Clothing
35,Male,93753,1617.89,32,Groceries
54,Female,140261,1277.58,10,Groceries
30,Male,90520,1857.93,27,Groceries
53,Male,34008,4581.86,8,Clothing
48,Male,74464,2918.05,36,Electronics
19,Male,137408,3717.14,42,Electronics
33,Female,30496,2501.58,35,Electronics
26,Female,129767,241.4,36,Electronics
26,Male,53212,414.56,48,Electronics
55,Male,50637,2735.82,36,Groceries
28,Female,75227,3622.07,25,Clothing
39,Male,112413,1155.12,20,Electronics
50,Female,149753,3637.36,45,Electronics
53,Male,113346,4072.26,17,Electronics
62,Female,39884,2118.3,23,Groceries
40,Female,146481,3757.45,25,Electronics
62,Female,98259,2079.75,48,Clothing
62,Male,79810,3423.92,49,Groceries
51,Male,34761,3843.59,31,Groceries
26,Male,103166,4960.44,6,Groceries
41,Male,46375,1792.44,35,Electronics
25,Male,137045,2114.1,4,Electronics
24,Female,55218,911.54,40,Electronics
53,Female,60565,1099.96,20,Electronics
35,Female,132654,3497.64,41,Clothing
20,Female,62975,4593.52,1,Groceries
45,Female,57073,2033.56,45,Electronics
23,Female,99726,981.24,26,Clothing
61,Female,31883,1496.99,34,Groceries
61,Male,98422,2329.75,10,Groceries
38,Female,79629,1524.19,23,Groceries
45,Male,94170,1244.54,49,Electronics
57,Female,104489,3706.32,24,Groceries
18,Female,38381,138.44,13,Electronics
53,Male,53238,2742.23,29,Clothing
38,Female,43795,3989.46,46,Groceries
60,Male,125964,1404.52,27,Clothing
52,Female,92999,3056.13,31,Electronics
30,Male,79907,3377.61,43,Electronics
66,Female,39638,3309.62,10,Electronics
27,Male,100467,2284.66,31,Groceries
61,Male,72623,1798.23,39,Groceries
64,Female,68492,4196.03,10,Clothing
27,Female,56411,3816.39,24,Electronics
63,Male,140724,1674.15,33,Clothing
30,Female,50534,604.79,14,Electronics
54,Male,132364,451.86,35,Electronics
55,Female,59181,561.95,45,Clothing
41,Male,133069,2956.06,34,Electronics
19,Female,49996,353.14,17,Clothing
39,Male,102089,1750.94,21,Groceries
34,Female,135682,3790.68,32,Clothing
53,Male,113609,1542.31,3,Clothing
31,Male,146004,3840.21,15,Electronics
27,Female,102666,3752.79,8,Clothing
52,Female,59405,1304.55,32,Groceries
42,Male,131490,3671.23,38,Groceries
20,Male,101325,3764.11,26,Groceries
64,Male,58930,2047.52,30,Groceries
55,Male,144426,1131.06,9,Clothing
34,Female,47529,2654.23,32,Groceries
29,Male,83546,4614.85,11,Clothing
69,Male,37942,3234.12,22,Clothing
41,Male,37548,947.32,34,Electronics
46,Female,145248,3445.51,41,Clothing
60,Male,48296,2193.29,18,Clothing
42,Female,81016,2998.49,19,Electronics
53,Female,127780,3696.91,18,Groceries
43,Female,30296,2623.24,37,Groceries
55,Female,97945,4088.52,18,Clothing
18,Female,89980,3638.56,12,Electronics
37,Female,86782,3113.86,4,Clothing
45,Female,64229,838.88,47,Clothing
33,Male,126382,4196.15,43,Groceries
64,Male,83444,4685.94,27,Electronics
34,Female,65036,771.13,5,Clothing
57,Male,145682,2492.38,6,Groceries
45,Male,69322,1368.55,13,Clothing
29,Female,144695,3797.16,23,Groceries
44,Male,57167,3635.99,42,Electronics
59,Female,81667,790.34,25,Clothing
64,Male,124527,4397.43,46,Electronics
47,Female,113337,986.77,4,Groceries
58,Female,81468,4006.57,32,Electronics
51,Male,102894,2339.2,44,Electronics
54,Male,83084,1708.53,15,Electronics
23,Female,93138,875.37,26,Clothing
24,Female,52588,921.31,42,Groceries
49,Female,92901,3343.26,11,Electronics
49,Male,47671,2797.11,9,Clothing
42,Male,113038,698.22,11,Groceries
50,Male,120664,652.22,2,Groceries
24,Male,61645,454.32,45,Groceries
69,Female,37637,3744.46,27,Electronics
29,Female,30660,3588.22,26,Electronics
33,Female,137211,386.31,8,Electronics
33,Female,36922,2845.32,21,Groceries
60,Male,123697,514.91,21,Groceries
53,Female,74721,4528.35,8,Electronics
30,Female,87256,4544.88,1,Electronics
24,Male,147217,3521.34,38,Groceries
53,Male,99506,4638.33,13,Groceries
64,Female,98943,4076.12,9,Clothing
68,Male,57843,4159.84,28,Clothing
26,Female,39046,2891.57,6,Electronics
49,Male,119336,1599.69,47,Groceries
28,Male,93985,1167.22,23,Groceries
25,Female,110083,1703.28,48,Clothing
50,Male,133064,3179.63,36,Groceries
40,Female,126925,946.02,17,Electronics
42,Male,146585,1367.34,9,Clothing
25,Male,60346,2393.5,12,Groceries
62,Male,118284,1241.95,22,Groceries
39,Male,141769,2984.35,12,Electronics
21,Male,132391,4623.56,6,Groceries
57,Female,121384,3765.64,44,Clothing
20,Male,83526,3365.49,9,Clothing
46,Female,103143,2955.34,37,Groceries
58,Male,66787,2490.94,3,Groceries
46,Female,63583,1014.16,34,Groceries
51,Male,42563,4484.08,8,Groceries
51,Female,76060,1317.83,10,Clothing
45,Female,144462,547.41,47,Electronics
30,Male,63690,3775.07,41,Clothing
32,Male,141233,960.52,42,Groceries
40,Male,124712,1922.29,43,Groceries
61,Female,44925,238.6,9,Clothing
43,Female,116787,771.63,14,Clothing
21,Male,113184,948.7,37,Groceries
43,Male,50108,366.61,27,Clothing
57,Female,106515,3317.62,41,Groceries
26,Female,98258,4201.34,32,Clothing
22,Male,35355,1929.25,4,Groceries
49,Female,76069,4385.42,2,Clothing
37,Male,124335,1145.4,33,Groceries
67,Male,130854,1694.41,21,Electronics
28,Male,84471,838.61,1,Electronics
32,Female,62705,3140.74,44,Clothing
49,Female,73909,2157.36,11,Electronics
45,Female,118606,3105.09,1,Groceries
39,Female,146361,3832.21,46,Clothing
58,Male,83739,2773.94,11,Clothing
34,Female,106820,3175.39,7,Groceries
43,Male,117273,4682.73,2,Groceries
61,Male,53241,1565.42,15,Groceries
24,Male,57414,1859.9,8,Clothing
59,Female,80818,3616.75,47,Groceries
43,Male,50895,3095.4,26,Electronics
42,Male,122307,974.81,40,Clothing
27,Female,92409,1943.12,42,Groceries
62,Male,85324,2392.41,35,Clothing
36,Female,96920,2155.01,46,Electronics
28,Female,83555,973.55,41,Electronics
30,Female,148642,4629.71,41,Groceries
25,Male,95453,3835.36,21,Clothing
57,Female,52689,2458.64,38,Groceries
21,Female,94356,3432.3,8,Clothing
64,Female,123011,4496.69,43,Groceries
48,Female,38252,767.25,32,Groceries
45,Male,60844,1326.83,8,Clothing
28,Female,125687,2759.24,44,Clothing
60,Male,135542,4015.15,10,Electronics
18,Female,53365,277.65,23,Electronics
66,Male,36026,4921.69,4,Clothing
64,Female,128303,2329.04,48,Electronics
